file_name,aliquot_id,case_id,submitter_id
c920d46d-7650-4d8f-b2dd-9352e7f03678.rna_seq.augmented_star_gene_counts.tsv,0fbc9c35-cfb7-40dc-8b00-8322eb00ffc9,e7cf1cca-384e-4a00-bb30-bed154ec15c0,TCGA-BJ-A45D
2d80424e-06d0-4fd9-872b-d5207fff8762.rna_seq.augmented_star_gene_counts.tsv,47ae6c78-8a07-4298-b97c-f3744df297d3,e8d74dbb-410c-4f8f-8e1f-2b2dd7634160,TCGA-BJ-A2P4
82efa278-bece-4629-a07a-d3c1abed16ba.rna_seq.augmented_star_gene_counts.tsv,cd987aff-9f7d-47bb-ad56-555d863855a5,ea2c873a-ea52-4920-8d20-554d5fa8ddc1,TCGA-EL-A3MX
decd8f83-dcac-479f-b1ce-f3a81f9d663b.rna_seq.augmented_star_gene_counts.tsv,e5e28111-9541-4a74-a2ec-9b60637c76e8,efc46db7-f9df-494e-acca-357cb64c019a,TCGA-E8-A434
59421bcd-c85c-4c32-8e7c-56a54fbde5f1.rna_seq.augmented_star_gene_counts.tsv,2cc86cc6-6ee2-4006-b019-01f58b75184d,f2bbb5fa-9997-45de-88d4-8f1e94c18f0d,TCGA-DJ-A3UV
8f429570-248f-428d-80c2-8a0481b6866f.rna_seq.augmented_star_gene_counts.tsv,0ae133d7-0415-4b2b-988e-91cd6ce983ba,63986dd0-63ba-4ee5-aa25-8ff2cbb762d3,TCGA-EL-A3D0
4413cb28-32a4-4ae8-b4c5-6bfe3f19f869.rna_seq.augmented_star_gene_counts.tsv,b477c725-8d74-40ed-b4ee-27341a354fd1,3cd2d4bd-8256-42fa-8272-db379d598007,TCGA-BJ-A290
81afdafb-0ca1-46e5-8199-687108336f53.rna_seq.augmented_star_gene_counts.tsv,79cc211c-8723-4f0b-bc32-89b3efcc8577,c115df9d-cec4-4d7a-87f0-36a5c1f1d51f,TCGA-ET-A3BO
b9e903ca-fa89-4eba-b8c5-0b3d61f0a3c4.rna_seq.augmented_star_gene_counts.tsv,5ba03c4d-f473-48b0-872e-acd901b75680,45eefba8-9f7c-49e9-a3f5-d13cfa264ff6,TCGA-DJ-A3UU
9caabe4b-cf72-4c52-9d32-7504d916c014.rna_seq.augmented_star_gene_counts.tsv,8fadca85-e334-4277-9f5f-6f0de8f54cb5,c14a0460-30b0-453b-ab81-da03ad4ad02e,TCGA-ET-A3BV
e111c039-2bf1-4942-ac8a-6bd13a367ac9.rna_seq.augmented_star_gene_counts.tsv,365b57ee-a9a1-4165-ab1d-c24bebc87962,f3c73dc9-6280-4619-a629-b575fdbdb0ca,TCGA-DJ-A1QH
