project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.creation_datetime	portions.is_ffpe	portions.portion_id	portions.portion_number	portions.state	portions.submitter_id	portions.weight
TCGA-THCA	a3b49c90-fa9f-4189-a442-64ec1ad97a01	TCGA-DJ-A3V8	152a2105-2b04-408f-aaaa-3f6eaf58f845	TCGA-DJ-A3V8-01A	1335225600.0	false	cc45e816-53fc-4a4d-bda9-f63bd361d876	11	released	TCGA-DJ-A3V8-01A-11	30.0
TCGA-THCA	a3b49c90-fa9f-4189-a442-64ec1ad97a01	TCGA-DJ-A3V8	1579473a-cfaa-47bf-8c1d-c3e1ace2b6b6	TCGA-DJ-A3V8-01Z	'--	'--	0dd49c8d-c97f-5d70-b9bb-318fa75b92e3	'--	'--	'--	'--
TCGA-THCA	a3b49c90-fa9f-4189-a442-64ec1ad97a01	TCGA-DJ-A3V8	719e0f6e-725c-4606-8110-93b7893270e2	TCGA-DJ-A3V8-10A	1334534400.0	false	8365fe27-12b1-4fa8-af82-1e5220bda183	01	released	TCGA-DJ-A3V8-10A-01	'--
TCGA-THCA	989e9202-c08e-4bbf-85b3-1e278a475cb7	TCGA-EL-A3T8	6961dfa4-a986-4ed0-96dd-675177a4fee2	TCGA-EL-A3T8-01A	1367971200.0	false	1e4d56e3-494a-424b-bc0c-3cc01cda7e7c	11	released	TCGA-EL-A3T8-01A-11-A301-20	20.0
TCGA-THCA	989e9202-c08e-4bbf-85b3-1e278a475cb7	TCGA-EL-A3T8	6961dfa4-a986-4ed0-96dd-675177a4fee2	TCGA-EL-A3T8-01A	1334275200.0	false	60484bea-1021-4cd4-99c2-591abe97c053	21	released	TCGA-EL-A3T8-01A-21	30.0
TCGA-THCA	989e9202-c08e-4bbf-85b3-1e278a475cb7	TCGA-EL-A3T8	6961dfa4-a986-4ed0-96dd-675177a4fee2	TCGA-EL-A3T8-01A	'--	'--	aeb092cc-63c8-4fba-a6af-9113dbaee171	'--	released	TCGA-EL-A3T8-01A-11	'--
TCGA-THCA	989e9202-c08e-4bbf-85b3-1e278a475cb7	TCGA-EL-A3T8	a29ceeca-6198-4d69-afd2-252f76f2a21d	TCGA-EL-A3T8-11A	1334275200.0	false	f4c6bdfc-b70f-42cb-90a2-ef4d201ff8e8	11	released	TCGA-EL-A3T8-11A-11	30.0
TCGA-THCA	989e9202-c08e-4bbf-85b3-1e278a475cb7	TCGA-EL-A3T8	f0a15f7d-a14f-484a-a87c-43f00c8833cc	TCGA-EL-A3T8-01Z	'--	'--	89fe6363-cc1d-5e1c-b541-de208374dfcd	'--	'--	'--	'--
TCGA-THCA	cac8246a-a806-4945-898a-105cd88b2752	TCGA-DJ-A3VL	674eecbd-3072-449b-aff8-73e04feb9258	TCGA-DJ-A3VL-01Z	'--	'--	18301297-3dd0-59e2-8f48-061f3e8f4afc	'--	'--	'--	'--
TCGA-THCA	cac8246a-a806-4945-898a-105cd88b2752	TCGA-DJ-A3VL	a7e41e35-7638-4e48-8af7-63b701f873f5	TCGA-DJ-A3VL-10A	1334534400.0	false	2c32cf54-f813-40c4-a673-fd67ef5f5053	01	released	TCGA-DJ-A3VL-10A-01	'--
TCGA-THCA	cac8246a-a806-4945-898a-105cd88b2752	TCGA-DJ-A3VL	dfe93ac9-2320-42ac-a308-384a04c0ec6d	TCGA-DJ-A3VL-01A	1335225600.0	false	65f946cc-ed6b-4d56-b1af-615a785dccc3	11	released	TCGA-DJ-A3VL-01A-11	30.0
TCGA-THCA	6befdc6a-27fc-4cde-979b-ffe05cd8603f	TCGA-ET-A40Q	0fd128aa-e2d7-4aa4-ae28-a6445806d381	TCGA-ET-A40Q-01Z	'--	'--	3e469c9c-9b19-51d4-aee0-f982d1b6e134	'--	'--	'--	'--
TCGA-THCA	6befdc6a-27fc-4cde-979b-ffe05cd8603f	TCGA-ET-A40Q	1cff1634-ad89-4fef-bbbc-13e4cd7ccdd2	TCGA-ET-A40Q-10A	1342137600.0	false	6cec58d6-9bc9-4c65-a854-16aeb034bdcf	01	released	TCGA-ET-A40Q-10A-01	'--
TCGA-THCA	6befdc6a-27fc-4cde-979b-ffe05cd8603f	TCGA-ET-A40Q	6c92a78f-ec4c-4ae6-849a-7abdd976bbad	TCGA-ET-A40Q-01A	1367971200.0	false	31b23c13-c03a-479e-849b-d65c42015e05	21	released	TCGA-ET-A40Q-01A-21-A301-20	20.0
TCGA-THCA	6befdc6a-27fc-4cde-979b-ffe05cd8603f	TCGA-ET-A40Q	6c92a78f-ec4c-4ae6-849a-7abdd976bbad	TCGA-ET-A40Q-01A	1342656000.0	false	6453cd7e-f25a-47d6-9b1b-639958a54d91	11	released	TCGA-ET-A40Q-01A-11	30.0
TCGA-THCA	6befdc6a-27fc-4cde-979b-ffe05cd8603f	TCGA-ET-A40Q	6c92a78f-ec4c-4ae6-849a-7abdd976bbad	TCGA-ET-A40Q-01A	'--	'--	8a6c2147-83cc-493c-b304-bb50a46d0329	'--	released	TCGA-ET-A40Q-01A-21	'--
TCGA-THCA	ca625067-1c6d-45c7-b752-af40c8327ea5	TCGA-EM-A4G1	828e8520-a3ab-4f78-a393-bbaaa42ee7f6	TCGA-EM-A4G1-01Z	'--	'--	70937145-f6d6-5e95-b29a-51b28c9711dc	'--	'--	'--	'--
TCGA-THCA	ca625067-1c6d-45c7-b752-af40c8327ea5	TCGA-EM-A4G1	ea35fdda-14f8-4e42-acc7-722d124c6957	TCGA-EM-A4G1-10A	1351555200.0	false	eacad3a0-c7a2-40c3-8683-7421a94abffe	01	released	TCGA-EM-A4G1-10A-01	2.0
TCGA-THCA	ca625067-1c6d-45c7-b752-af40c8327ea5	TCGA-EM-A4G1	f0b9fabc-051b-4fc3-88e0-7bf326b8da3e	TCGA-EM-A4G1-01A	'--	'--	a95a46f5-aabe-4d00-a195-f14cccfe83eb	'--	released	TCGA-EM-A4G1-01A-21	'--
TCGA-THCA	ca625067-1c6d-45c7-b752-af40c8327ea5	TCGA-EM-A4G1	f0b9fabc-051b-4fc3-88e0-7bf326b8da3e	TCGA-EM-A4G1-01A	1368403200.0	false	b0c8339e-caea-42ed-8dbb-886f48f48ff2	21	released	TCGA-EM-A4G1-01A-21-A302-20	20.0
TCGA-THCA	ca625067-1c6d-45c7-b752-af40c8327ea5	TCGA-EM-A4G1	f0b9fabc-051b-4fc3-88e0-7bf326b8da3e	TCGA-EM-A4G1-01A	1350345600.0	false	bf3acdb1-995e-4c84-80b0-2803cb3e1312	11	released	TCGA-EM-A4G1-01A-11	30.0
TCGA-THCA	e92bdb0d-969a-4d98-ada8-5dfec68119b5	TCGA-EM-A1CS	3929aafb-3850-4f1a-a883-ca904d6cbc69	TCGA-EM-A1CS-10A	1297209600.0	false	4b54bdae-f48a-47ef-a787-7447b5c4faf6	01	released	TCGA-EM-A1CS-10A-01	2.0
TCGA-THCA	e92bdb0d-969a-4d98-ada8-5dfec68119b5	TCGA-EM-A1CS	5cf53d78-707f-4a7a-8381-2f48ccae4428	TCGA-EM-A1CS-01Z	'--	'--	7c7f4071-5dda-5625-a3f4-7ae1265571cc	'--	'--	'--	'--
TCGA-THCA	e92bdb0d-969a-4d98-ada8-5dfec68119b5	TCGA-EM-A1CS	7c7a3dc2-b44d-448c-8bb8-c0cb0631b7a6	TCGA-EM-A1CS-11A	1297641600.0	false	8a3ee66a-a095-4b31-a3bd-b3b501281248	21	released	TCGA-EM-A1CS-11A-21	30.0
TCGA-THCA	e92bdb0d-969a-4d98-ada8-5dfec68119b5	TCGA-EM-A1CS	c1daf740-06e2-4509-86be-5bfcc52b508a	TCGA-EM-A1CS-01A	1295395200.0	false	f0cb767e-7572-4731-8bb8-654532251281	11	released	TCGA-EM-A1CS-01A-11	30.0
TCGA-THCA	87858089-1bad-4e5d-80ed-04f846da9ca4	TCGA-ET-A39N	1d7ae01c-5e94-49e5-b304-2fa7da81ebda	TCGA-ET-A39N-10A	1316044800.0	false	99ef7585-704e-4978-b7a0-58eaaec94d32	01	released	TCGA-ET-A39N-10A-01	'--
TCGA-THCA	87858089-1bad-4e5d-80ed-04f846da9ca4	TCGA-ET-A39N	abbcb71b-3a45-455c-9fe7-9792099fb693	TCGA-ET-A39N-01Z	'--	'--	1224d4a3-430a-5529-bc90-f00f627770c6	'--	'--	'--	'--
TCGA-THCA	87858089-1bad-4e5d-80ed-04f846da9ca4	TCGA-ET-A39N	b3cf7e11-9204-4201-bf32-1afe0233a85e	TCGA-ET-A39N-01A	'--	'--	9e6de829-d9d1-4bca-910a-5ca144be6584	'--	released	TCGA-ET-A39N-01A-21	'--
TCGA-THCA	87858089-1bad-4e5d-80ed-04f846da9ca4	TCGA-ET-A39N	b3cf7e11-9204-4201-bf32-1afe0233a85e	TCGA-ET-A39N-01A	1330646400.0	false	db992415-9e91-4a77-9cc6-a12534ea2d49	21	released	TCGA-ET-A39N-01A-21-A21N-20	20.0
TCGA-THCA	87858089-1bad-4e5d-80ed-04f846da9ca4	TCGA-ET-A39N	b3cf7e11-9204-4201-bf32-1afe0233a85e	TCGA-ET-A39N-01A	1316649600.0	false	edd1aca5-d756-42d2-9658-e6750f104f91	11	released	TCGA-ET-A39N-01A-11	30.0
TCGA-THCA	9d3f6163-f586-4974-babc-67b5163b706b	TCGA-DJ-A3UT	68764cce-82ca-4a2c-833a-2edd79abf5ff	TCGA-DJ-A3UT-01A	1334880000.0	false	b37ee9f2-cfa2-42f8-a347-2b3fac07bcca	11	released	TCGA-DJ-A3UT-01A-11	30.0
TCGA-THCA	9d3f6163-f586-4974-babc-67b5163b706b	TCGA-DJ-A3UT	a22d93f6-9c95-41d1-b23a-9c55facf9f53	TCGA-DJ-A3UT-10A	1334534400.0	false	52a6c6db-7e16-4593-b78f-893766153ab1	01	released	TCGA-DJ-A3UT-10A-01	'--
TCGA-THCA	9d3f6163-f586-4974-babc-67b5163b706b	TCGA-DJ-A3UT	c4dfc841-9ffe-4b97-ab9f-7b89ecdd4b72	TCGA-DJ-A3UT-01Z	'--	'--	e28a79e5-7aa8-592a-a399-4aaad6b1596a	'--	'--	'--	'--
TCGA-THCA	55e03ffc-f006-4ec8-8e5d-a738ff091f8a	TCGA-EM-A2OV	1183bcb5-50a7-4cc0-a94c-732636b7ee7d	TCGA-EM-A2OV-01A	1330473600.0	false	e2fd058e-7c88-4c89-b63f-554caf9128b1	21	released	TCGA-EM-A2OV-01A-21-A21M-20	20.0
TCGA-THCA	55e03ffc-f006-4ec8-8e5d-a738ff091f8a	TCGA-EM-A2OV	1183bcb5-50a7-4cc0-a94c-732636b7ee7d	TCGA-EM-A2OV-01A	1314662400.0	false	ec91db6c-566f-46f3-bc7e-bf2498f4c26d	11	released	TCGA-EM-A2OV-01A-11	30.0
TCGA-THCA	55e03ffc-f006-4ec8-8e5d-a738ff091f8a	TCGA-EM-A2OV	1183bcb5-50a7-4cc0-a94c-732636b7ee7d	TCGA-EM-A2OV-01A	'--	'--	f0cb3eec-1842-4358-8d43-629fe1a913b6	'--	released	TCGA-EM-A2OV-01A-21	'--
TCGA-THCA	55e03ffc-f006-4ec8-8e5d-a738ff091f8a	TCGA-EM-A2OV	b86108e7-4a78-4dd9-b5b6-0f88712f36ec	TCGA-EM-A2OV-01Z	'--	'--	837ce7f6-2b1d-55b1-aa5e-61ead714b1a9	'--	'--	'--	'--
TCGA-THCA	55e03ffc-f006-4ec8-8e5d-a738ff091f8a	TCGA-EM-A2OV	d814c22e-d964-4a92-ae43-194970962342	TCGA-EM-A2OV-10A	1322438400.0	false	22b5a76c-40d9-4d10-9da6-f251c68a3e4d	01	released	TCGA-EM-A2OV-10A-01	2.0
TCGA-THCA	2f9ed09d-2626-4c23-ba47-1850d36f812a	TCGA-ET-A25K	343311b1-d586-4f92-9984-32af1afb1f62	TCGA-ET-A25K-01A	1305849600.0	false	2ce33b5a-451b-4a13-81f6-219d782c9397	11	released	TCGA-ET-A25K-01A-11	30.0
TCGA-THCA	2f9ed09d-2626-4c23-ba47-1850d36f812a	TCGA-ET-A25K	38379990-627c-4fac-a13a-6afd9d47a448	TCGA-ET-A25K-10A	1304553600.0	false	6491266a-2a9b-41e2-b562-510b1afb272e	01	released	TCGA-ET-A25K-10A-01	'--
TCGA-THCA	2f9ed09d-2626-4c23-ba47-1850d36f812a	TCGA-ET-A25K	afcb7327-3b08-47d3-b9d6-fee46cc73b7f	TCGA-ET-A25K-01Z	'--	'--	78006f28-f6d4-5819-871f-0ab3280933ee	'--	'--	'--	'--
TCGA-THCA	9f31deb9-b9f4-439b-aea4-f87c71406c79	TCGA-DJ-A2PS	750ee423-6f57-4c61-8e06-9188d0dc4f28	TCGA-DJ-A2PS-01A	1330560000.0	false	292b8f0d-4a8b-4707-8cae-693531121083	21	released	TCGA-DJ-A2PS-01A-21-A21M-20	20.0
TCGA-THCA	9f31deb9-b9f4-439b-aea4-f87c71406c79	TCGA-DJ-A2PS	750ee423-6f57-4c61-8e06-9188d0dc4f28	TCGA-DJ-A2PS-01A	1314835200.0	false	ad87ee8f-1c3c-40bc-830b-046d6f5b0a5b	11	released	TCGA-DJ-A2PS-01A-11	30.0
TCGA-THCA	9f31deb9-b9f4-439b-aea4-f87c71406c79	TCGA-DJ-A2PS	750ee423-6f57-4c61-8e06-9188d0dc4f28	TCGA-DJ-A2PS-01A	'--	'--	ccf7f2a4-339a-41cf-b19e-52e122188988	'--	released	TCGA-DJ-A2PS-01A-21	'--
TCGA-THCA	9f31deb9-b9f4-439b-aea4-f87c71406c79	TCGA-DJ-A2PS	bd79f9ac-49bf-48e1-8f83-292f6f1e987b	TCGA-DJ-A2PS-10A	1314057600.0	false	37b2be74-300b-4046-a122-c9b9abced6cd	01	released	TCGA-DJ-A2PS-10A-01	'--
TCGA-THCA	9f31deb9-b9f4-439b-aea4-f87c71406c79	TCGA-DJ-A2PS	e2da6f3f-544f-42cd-88a7-9374e11f7f1f	TCGA-DJ-A2PS-01Z	'--	'--	a660805b-ab5c-5fbc-9e6f-da3dc561e9c1	'--	'--	'--	'--
TCGA-THCA	b07435d4-1341-4b41-9b11-d13a4f1ca0ad	TCGA-DJ-A2QA	2277f3f2-411e-47ab-a2b9-f80fd33540a1	TCGA-DJ-A2QA-01A	'--	'--	4876958d-8798-4612-83fe-a8e0f5d291c6	'--	released	TCGA-DJ-A2QA-01A-21	'--
TCGA-THCA	b07435d4-1341-4b41-9b11-d13a4f1ca0ad	TCGA-DJ-A2QA	2277f3f2-411e-47ab-a2b9-f80fd33540a1	TCGA-DJ-A2QA-01A	1314835200.0	false	741569ab-cf33-41f6-bd83-8c5fd8853c51	11	released	TCGA-DJ-A2QA-01A-11	30.0
TCGA-THCA	b07435d4-1341-4b41-9b11-d13a4f1ca0ad	TCGA-DJ-A2QA	2277f3f2-411e-47ab-a2b9-f80fd33540a1	TCGA-DJ-A2QA-01A	1330560000.0	false	a48a54d5-9254-408a-b36e-83d0f8ed29d9	21	released	TCGA-DJ-A2QA-01A-21-A21M-20	30.0
TCGA-THCA	b07435d4-1341-4b41-9b11-d13a4f1ca0ad	TCGA-DJ-A2QA	5911c405-bad6-4548-bfc6-1ca8b3ece938	TCGA-DJ-A2QA-01Z	'--	'--	35c0867a-5738-5071-9ace-e807951a7685	'--	'--	'--	'--
TCGA-THCA	b07435d4-1341-4b41-9b11-d13a4f1ca0ad	TCGA-DJ-A2QA	9f87f561-2d88-4852-a0f3-3beebe59904b	TCGA-DJ-A2QA-10A	1314057600.0	false	66e404d0-68dd-43ae-8c6a-a0151342bf3e	01	released	TCGA-DJ-A2QA-10A-01	'--
TCGA-THCA	aabc7724-71c8-4c1b-a54b-22e88dde148f	TCGA-EM-A22L	677e7dd5-4be7-4b4b-8c89-1cf8156e855a	TCGA-EM-A22L-01Z	'--	'--	7538e2a3-a9d1-59f7-9c5d-d24858cd0630	'--	'--	'--	'--
TCGA-THCA	aabc7724-71c8-4c1b-a54b-22e88dde148f	TCGA-EM-A22L	a48ae263-cee1-4ea8-aa2e-7479ae8bac4e	TCGA-EM-A22L-10A	1310428800.0	false	a7beda85-9315-473e-a839-5e4325a00ded	01	released	TCGA-EM-A22L-10A-01	2.0
TCGA-THCA	aabc7724-71c8-4c1b-a54b-22e88dde148f	TCGA-EM-A22L	f90925ea-8894-4c74-b48b-fb60e154bc19	TCGA-EM-A22L-01A	1305590400.0	false	0bf08c2e-a5bc-4a51-b55b-4ed14917604f	11	released	TCGA-EM-A22L-01A-11	30.0
TCGA-THCA	aabc7724-71c8-4c1b-a54b-22e88dde148f	TCGA-EM-A22L	f90925ea-8894-4c74-b48b-fb60e154bc19	TCGA-EM-A22L-01A	1330646400.0	false	62a278d6-589e-4547-85b1-d5711c3b7bcf	21	released	TCGA-EM-A22L-01A-21-A21N-20	20.0
TCGA-THCA	aabc7724-71c8-4c1b-a54b-22e88dde148f	TCGA-EM-A22L	f90925ea-8894-4c74-b48b-fb60e154bc19	TCGA-EM-A22L-01A	'--	'--	95ec37df-3dd0-483a-9008-9cf49a28c214	'--	released	TCGA-EM-A22L-01A-21	'--
TCGA-THCA	45eefba8-9f7c-49e9-a3f5-d13cfa264ff6	TCGA-DJ-A3UU	2535c166-452b-4d66-9ff5-d9c689c4921c	TCGA-DJ-A3UU-01Z	'--	'--	aa0d276e-cc7d-5a63-b82a-61b02928fcef	'--	'--	'--	'--
TCGA-THCA	45eefba8-9f7c-49e9-a3f5-d13cfa264ff6	TCGA-DJ-A3UU	90d4dd06-95c8-4114-8e99-433a28adb7d4	TCGA-DJ-A3UU-01A	1367971200.0	false	354ea512-ed0d-4e30-a926-8ccdb2fa374a	21	released	TCGA-DJ-A3UU-01A-21-A301-20	20.0
TCGA-THCA	45eefba8-9f7c-49e9-a3f5-d13cfa264ff6	TCGA-DJ-A3UU	90d4dd06-95c8-4114-8e99-433a28adb7d4	TCGA-DJ-A3UU-01A	'--	'--	d8c2c9b9-6840-46a2-9cf8-7a0c6db88717	'--	released	TCGA-DJ-A3UU-01A-21	'--
TCGA-THCA	45eefba8-9f7c-49e9-a3f5-d13cfa264ff6	TCGA-DJ-A3UU	90d4dd06-95c8-4114-8e99-433a28adb7d4	TCGA-DJ-A3UU-01A	1335225600.0	false	e62ef3fc-c760-4b7a-ab01-fc33e63bbd89	11	released	TCGA-DJ-A3UU-01A-11	30.0
TCGA-THCA	45eefba8-9f7c-49e9-a3f5-d13cfa264ff6	TCGA-DJ-A3UU	ad21f11c-b277-44b4-9595-398bdd9fec46	TCGA-DJ-A3UU-10A	1334534400.0	false	57eb47ba-dd98-4956-8bd1-8ecd0684f653	01	released	TCGA-DJ-A3UU-10A-01	'--
TCGA-THCA	8e274b77-c05e-4a8c-a106-c552df1f2d11	TCGA-KS-A41F	2a07ad0d-1af5-433e-a2ed-1b5ee26975e7	TCGA-KS-A41F-01Z	'--	'--	4c8e1f1a-290b-5c28-8436-3b7c0e2e0d6d	'--	'--	'--	'--
TCGA-THCA	8e274b77-c05e-4a8c-a106-c552df1f2d11	TCGA-KS-A41F	637267d7-9aff-494e-9d51-c2651ef0681f	TCGA-KS-A41F-01A	1343779200.0	false	5cbb04bf-304a-421c-b658-b82c548f34e1	11	released	TCGA-KS-A41F-01A-11	30.0
TCGA-THCA	8e274b77-c05e-4a8c-a106-c552df1f2d11	TCGA-KS-A41F	637267d7-9aff-494e-9d51-c2651ef0681f	TCGA-KS-A41F-01A	'--	'--	80253913-2803-4479-9e43-6179dbf24053	'--	released	TCGA-KS-A41F-01A-21	'--
TCGA-THCA	8e274b77-c05e-4a8c-a106-c552df1f2d11	TCGA-KS-A41F	637267d7-9aff-494e-9d51-c2651ef0681f	TCGA-KS-A41F-01A	1367971200.0	false	b42716fb-1d30-45d4-a246-68275e4d6057	21	released	TCGA-KS-A41F-01A-21-A301-20	20.0
TCGA-THCA	8e274b77-c05e-4a8c-a106-c552df1f2d11	TCGA-KS-A41F	f4689637-2390-48de-96fa-61cd2eda3242	TCGA-KS-A41F-11A	1343779200.0	false	cd16c2bd-be27-4aa9-9aec-a296eb56b4bd	11	released	TCGA-KS-A41F-11A-11	30.0
TCGA-THCA	04fff86a-b6f5-4900-9e37-c1f0b881b160	TCGA-BJ-A190	2eb89d79-861e-41c2-bdd5-6f16d2a84b25	TCGA-BJ-A190-01A	1329955200.0	false	38574189-5a20-4c84-9162-f0aa504b70be	21	released	TCGA-BJ-A190-01A-21-A21L-20	20.0
TCGA-THCA	04fff86a-b6f5-4900-9e37-c1f0b881b160	TCGA-BJ-A190	2eb89d79-861e-41c2-bdd5-6f16d2a84b25	TCGA-BJ-A190-01A	1294617600.0	false	57892a7a-e928-47eb-93f3-f4973c3407f9	11	released	TCGA-BJ-A190-01A-11	30.0
TCGA-THCA	04fff86a-b6f5-4900-9e37-c1f0b881b160	TCGA-BJ-A190	2eb89d79-861e-41c2-bdd5-6f16d2a84b25	TCGA-BJ-A190-01A	'--	'--	6ce0d3c8-d202-4ddd-b538-d29f5155be81	'--	released	TCGA-BJ-A190-01A-21	'--
TCGA-THCA	04fff86a-b6f5-4900-9e37-c1f0b881b160	TCGA-BJ-A190	953f9755-a3da-446c-980f-1679c19138ec	TCGA-BJ-A190-10A	1295568000.0	false	caba9a09-5546-47c5-ad59-3014c9f13b79	01	released	TCGA-BJ-A190-10A-01	1.0
TCGA-THCA	04fff86a-b6f5-4900-9e37-c1f0b881b160	TCGA-BJ-A190	dc65c189-bfd0-4778-b7e3-194f7275ffa4	TCGA-BJ-A190-01Z	'--	'--	3d289ef5-e70a-564b-9e36-a14fcc5b9b35	'--	'--	'--	'--
TCGA-THCA	d92902ff-8023-411c-a7ca-1afcbb64937e	TCGA-FY-A3R9	29212c63-a547-4e3d-ad9e-d6e1a8b109cd	TCGA-FY-A3R9-01Z	'--	'--	0d43bb4e-370c-5297-bfc7-cde3d0708d7a	'--	'--	'--	'--
TCGA-THCA	d92902ff-8023-411c-a7ca-1afcbb64937e	TCGA-FY-A3R9	43a8adb8-9cb1-459c-b856-9ad84c30c25d	TCGA-FY-A3R9-10A	1332720000.0	false	6ddfe92e-ae6a-413c-b130-0845d8464f46	01	released	TCGA-FY-A3R9-10A-01	2.0
TCGA-THCA	d92902ff-8023-411c-a7ca-1afcbb64937e	TCGA-FY-A3R9	e8dd42f0-e8ae-4003-b6a7-941ccedd14f0	TCGA-FY-A3R9-01A	1332201600.0	false	ab0a6a46-7e22-4a0f-864d-f80c027981e9	11	released	TCGA-FY-A3R9-01A-11	30.0
TCGA-THCA	cd0c33c3-4427-471d-979e-79dc43f3a018	TCGA-DE-A4MD	1d06bdfd-e405-439f-9387-984b79e62e5b	TCGA-DE-A4MD-10A	1350345600.0	false	304d63c9-1ffc-47f1-a7ce-110959919796	01	released	TCGA-DE-A4MD-10A-01	'--
TCGA-THCA	cd0c33c3-4427-471d-979e-79dc43f3a018	TCGA-DE-A4MD	3e8367da-4e3c-40bd-aaf4-1a0bce304487	TCGA-DE-A4MD-01Z	'--	'--	893c08f6-068f-55ca-948d-e3bfce6e6808	'--	'--	'--	'--
TCGA-THCA	cd0c33c3-4427-471d-979e-79dc43f3a018	TCGA-DE-A4MD	3e8367da-4e3c-40bd-aaf4-1a0bce304487	TCGA-DE-A4MD-01Z	'--	'--	91bddd0e-993f-5239-bad3-5b7030395c49	'--	'--	'--	'--
TCGA-THCA	cd0c33c3-4427-471d-979e-79dc43f3a018	TCGA-DE-A4MD	51280b54-9eb6-4d2e-af57-e96c91488488	TCGA-DE-A4MD-06A	1350864000.0	false	1c577ded-1e5e-40a8-9d32-c69235a7a003	11	released	TCGA-DE-A4MD-06A-11	30.0
TCGA-THCA	cd0c33c3-4427-471d-979e-79dc43f3a018	TCGA-DE-A4MD	6e4a272f-83bf-4e5b-948f-aabfa30b685a	TCGA-DE-A4MD-01A	1350864000.0	false	d24f7ada-604c-42c9-8c85-7ae62dac2c6d	11	released	TCGA-DE-A4MD-01A-11	30.0
TCGA-THCA	e632b443-cf6a-4592-96c6-c3493ec86fea	TCGA-EM-A1YE	a5de766b-9ccc-4b56-8d9b-25704c1c91d0	TCGA-EM-A1YE-01A	'--	'--	bb9c4c2b-a73c-4908-ac3e-52c216f907c3	'--	released	TCGA-EM-A1YE-01A-21	'--
TCGA-THCA	e632b443-cf6a-4592-96c6-c3493ec86fea	TCGA-EM-A1YE	a5de766b-9ccc-4b56-8d9b-25704c1c91d0	TCGA-EM-A1YE-01A	1330473600.0	false	df26feb3-913b-494e-9599-181e958442b7	21	released	TCGA-EM-A1YE-01A-21-A21M-20	20.0
TCGA-THCA	e632b443-cf6a-4592-96c6-c3493ec86fea	TCGA-EM-A1YE	a5de766b-9ccc-4b56-8d9b-25704c1c91d0	TCGA-EM-A1YE-01A	1302739200.0	false	fc7a0cd8-8ba6-42e4-839e-35060af28ab9	11	released	TCGA-EM-A1YE-01A-11	30.0
TCGA-THCA	e632b443-cf6a-4592-96c6-c3493ec86fea	TCGA-EM-A1YE	b3126b21-fd84-4e3d-bb16-b7834044d5be	TCGA-EM-A1YE-11A	1302739200.0	false	cdd0d95b-3a12-466f-bd1f-4f85103b68bc	11	released	TCGA-EM-A1YE-11A-11	30.0
TCGA-THCA	e632b443-cf6a-4592-96c6-c3493ec86fea	TCGA-EM-A1YE	d74731e5-cfdd-46e5-8b64-40f57e285b32	TCGA-EM-A1YE-01Z	'--	'--	a2a82ac0-0f86-5eeb-9e43-69a8e8ff056e	'--	'--	'--	'--
TCGA-THCA	c14a0460-30b0-453b-ab81-da03ad4ad02e	TCGA-ET-A3BV	2e78d231-1272-432b-ba71-20930f970971	TCGA-ET-A3BV-01A	1330905600.0	false	1caced58-29c4-49b3-a5ea-ec0126ddf356	21	released	TCGA-ET-A3BV-01A-21-A21N-20	20.0
TCGA-THCA	c14a0460-30b0-453b-ab81-da03ad4ad02e	TCGA-ET-A3BV	2e78d231-1272-432b-ba71-20930f970971	TCGA-ET-A3BV-01A	'--	'--	2e1e47c0-09f1-470f-aa5a-8942e180b2df	'--	released	TCGA-ET-A3BV-01A-21	'--
TCGA-THCA	c14a0460-30b0-453b-ab81-da03ad4ad02e	TCGA-ET-A3BV	2e78d231-1272-432b-ba71-20930f970971	TCGA-ET-A3BV-01A	1318204800.0	false	fc6194c3-7e78-46ca-a8d2-6e5c8d5bc9c1	11	released	TCGA-ET-A3BV-01A-11	30.0
TCGA-THCA	c14a0460-30b0-453b-ab81-da03ad4ad02e	TCGA-ET-A3BV	e65baa7a-35d7-4e30-afe1-a51ab1ff1fd4	TCGA-ET-A3BV-10A	1317600000.0	false	7a029309-9bdd-42ed-b524-59e1116eefbf	01	released	TCGA-ET-A3BV-10A-01	'--
TCGA-THCA	c14a0460-30b0-453b-ab81-da03ad4ad02e	TCGA-ET-A3BV	ec718579-e7a7-42fa-9ff0-cb5448cf22ad	TCGA-ET-A3BV-01Z	'--	'--	c552c793-fb49-596e-841c-4270342228e5	'--	'--	'--	'--
TCGA-THCA	a09b20b5-c187-4632-b996-0d5314a9885c	TCGA-J8-A3YH	291dcc67-4302-4b89-b192-cd3b6ba0335a	TCGA-J8-A3YH-01Z	'--	'--	e8db9370-d8d2-5489-b3fb-3906dad6df5c	'--	'--	'--	'--
TCGA-THCA	a09b20b5-c187-4632-b996-0d5314a9885c	TCGA-J8-A3YH	af889679-331b-479f-899a-25a7fb219aa8	TCGA-J8-A3YH-06A	1344211200.0	false	d25c3529-6a9d-49f3-8113-c97440521d0d	11	released	TCGA-J8-A3YH-06A-11	30.0
TCGA-THCA	a09b20b5-c187-4632-b996-0d5314a9885c	TCGA-J8-A3YH	e5e18edc-042a-4a3b-bf29-d4560d3e3dc2	TCGA-J8-A3YH-10A	1339977600.0	false	8804d7cc-1dbe-4bce-b7cc-826324743bf1	01	released	TCGA-J8-A3YH-10A-01	'--
